"A","B","C","D","board start","board end","lvl","path",,,,,,,,,,,,,,,,,,,
6,13,2,1,"*DC***A******B* ","***D**C* B**A***",20,15,14,10,6,2,1,5,9,10,11,7,3,2,1,5,4,8,9,13,12
6,13,2,8,"**C***A*D****B* ","*A***B***C **D**",20,15,14,10,9,5,6,2,1,5,9,13,14,10,6,5,9,8,12,13,9
6,13,3,5,"***C*DA******B* ","********ABCD* **",20,15,14,10,6,7,3,2,6,5,9,10,6,7,11,10,6,5,4,8,9
6,13,3,12,"***C**A*****DB* ","***A* B**C**D***",20,15,14,13,9,10,14,15,11,7,6,2,3,7,6,2,1,5,6,10,9
6,13,4,2,"**D*C*A******B* ","***D**C* B**A***",20,15,14,10,6,7,3,2,6,5,4,8,9,10,6,5,4,8,9,13,12
6,13,5,4,"****DCA******B* ","*A***B** C***D**",20,15,14,13,9,5,4,8,9,5,6,10,14,13,9,10,6,2,1,5,9
6,13,7,1,"*D****AC*****B* ","********ABCD* **",20,15,14,10,6,5,1,2,6,5,9,10,6,7,11,10,6,5,4,8,9
6,13,7,8,"******ACD****B* ","**A***B***C** D*",20,15,14,13,9,8,12,13,9,10,14,15,11,7,3,2,6,10,11,15,14
6,13,8,2,"**D***A*C****B* ","*A***B** C***D**",20,15,14,10,9,5,6,2,1,5,9,13,14,10,6,5,9,10,14,13,9
6,13,9,1,"*D****A**C***B* ","**A***B***C** D*",20,15,14,13,9,5,1,2,6,10,9,5,6,10,14,13,9,5,6,10,14
6,13,10,4,"****D*A***C**B* ","*A***B***C **D**",20,15,14,13,9,5,4,8,9,5,6,10,14,13,9,10,6,2,1,5,9
6,13,12,3,"***D**A*****CB* ","***D**C* B**A***",20,15,14,13,12,8,9,13,14,10,9,5,6,10,9,5,4,8,9,13,12
6,14,0,3,"C**D**A*******B ","ABCD* **********",20,15,11,10,14,13,9,5,6,10,9,8,4,5,1,0,4,5,6,2,1
6,14,0,12,"C*****A*****D*B ","***A* B**C**D***",20,15,11,10,14,15,11,7,6,5,1,0,4,5,1,2,3,7,6,10,9
6,14,1,2,"*CD***A*******B ","** D**C**B**A***",20,15,11,10,6,7,3,2,1,5,9,10,14,13,9,8,12,13,9,10,6
6,14,2,1,"*DC***A*******B ","** D**C**B**A***",20,15,11,10,6,2,1,5,9,10,14,13,9,8,12,13,9,10,11,7,3
6,14,3,5,"***C*DA*******B ","**A***B **C***D*",20,15,11,7,3,2,6,5,9,10,14,15,11,10,6,7,11,15,14,10,6
6,14,3,8,"***C**A*D*****B ","***A**B**C *D***",20,15,11,7,6,2,3,7,6,2,1,5,6,10,14,13,12,8,9,5,6
6,14,5,4,"****DCA*******B ","*A***B** C***D**",20,15,11,10,9,5,4,8,9,5,6,10,14,13,9,10,6,2,1,5,9
6,14,7,1,"*D****AC******B ","** D**C**B**A***",20,15,11,10,6,2,1,5,9,10,14,13,9,8,12,13,9,10,6,7,3
6,14,8,2,"**D***A*C*****B ","****ABCD** *****",20,15,11,10,14,13,9,8,4,5,6,10,9,8,4,5,6,2,3,7,6
6,14,8,4,"****D*A*C*****B ","***A**B* C**D***",20,15,11,10,14,13,9,8,4,5,1,2,6,7,3,2,6,10,14,13,12
6,14,9,2,"**D***A**C****B ","****ABCD** *****",20,15,11,10,14,13,12,8,4,5,6,10,9,8,4,5,6,2,3,7,6
6,14,11,2,"**D***A****C**B ","***A***B** C***D",20,15,14,10,11,7,6,2,3,7,11,15,14,10,6,7,11,10,14,15,11
6,14,12,3,"***D**A*****C*B ","***D* C**B**A***",20,15,11,10,6,5,9,10,14,13,12,8,9,13,12,8,4,5,9,10,6
6,14,12,4,"****D*A*****C*B ","***A**B* C**D***",20,15,11,10,14,13,12,8,4,5,1,2,6,7,3,2,6,10,9,13,12
6,14,12,7,"******AD****C*B ","****ABCD** *****",20,15,11,10,14,13,12,8,9,13,12,8,4,5,6,10,9,8,4,5,6
6,14,13,1,"*D****A******CB ","**A***B***C** D*",20,15,11,10,14,13,9,5,1,2,6,10,9,5,4,8,12,13,9,10,14
6,14,13,4,"****D*A******CB ","***A**B* C**D***",20,15,11,10,14,15,11,7,6,2,3,7,6,10,9,8,4,5,9,13,12
7,0,3,6,"B**C**DA******* ","**A** B***C***D*",20,15,14,10,6,7,3,2,1,0,4,5,1,2,6,7,11,15,14,10,6
7,0,3,12,"B**C***A****D** ","***A* B**C**D***",20,15,14,10,6,2,3,7,6,2,1,0,4,5,6,10,9,5,1,2,6
7,0,3,13,"B**C***A*****D* ","**A** B***C***D*",20,15,14,13,9,10,6,7,3,2,1,0,4,5,1,2,6,7,11,10,6
7,0,4,2,"B*D*C**A******* ","ABCD* **********",20,15,14,10,6,7,3,2,1,5,4,0,1,5,6,2,1,5,4,0,1
7,0,4,3,"B**DC**A******* ","ABCD* **********",20,15,14,10,6,7,11,10,9,5,4,0,1,5,6,2,1,5,4,0,1
7,0,4,10,"B***C**A**D**** ","**A** B***C***D*",20,15,14,10,9,5,4,0,1,2,6,7,3,2,6,5,4,8,9,10,6
7,0,4,11,"B***C**A***D*** "," ***ABCD********",20,15,14,10,6,7,11,10,9,5,6,2,1,5,4,0,1,2,6,5,4
7,0,4,14,"B***C**A******D ","**A** B***C***D*",20,15,11,10,9,5,4,0,1,2,6,7,3,2,6,5,4,8,9,10,6
7,0,5,6,"B****CDA******* ","***** **ABCD****",20,15,14,10,6,7,11,10,9,5,6,10,9,5,4,0,1,5,4,8,9
7,0,6,1,"BD****CA******* ","****ABCD** *****",20,15,14,10,6,7,3,2,1,5,6,2,1,0,4,5,1,2,3,7,6
7,0,6,5,"B****DCA******* ","*A **B***C***D**",20,15,14,13,9,5,6,7,3,2,6,10,14,13,9,5,1,0,4,5,1
7,0,6,8,"B*****CAD****** ","***A**B**C *D***",20,15,14,13,12,8,9,10,6,5,1,0,4,5,1,2,3,7,6,5,9
7,0,8,6,"B*****DAC****** ","***** **ABCD****",20,15,14,10,6,7,11,10,9,8,4,0,1,5,6,10,9,5,4,8,9
7,0,8,10,"B******AC*D**** ","*A **B***C***D**",20,15,14,10,9,8,12,13,14,10,6,7,3,2,6,5,1,0,4,5,1
7,0,8,14,"B******AC*****D ","*A **B***C***D**",20,15,11,10,9,8,12,13,14,10,6,7,3,2,6,5,1,0,4,5,1
7,0,9,2,"B*D****A*C***** ","****ABCD** *****",20,15,14,10,6,7,11,10,9,5,6,2,1,0,4,5,1,2,3,7,6
7,0,9,4,"B***D**A*C***** ","***A**B* C**D***",20,15,14,13,9,8,4,5,1,0,4,5,1,2,3,7,6,5,9,13,12
7,0,9,5,"B****D*A*C***** ","***A* B**C**D***",20,15,14,13,9,5,1,0,4,8,9,13,12,8,4,5,1,2,3,7,6
7,0,10,5,"B****D*A**C**** ","*A **B***C***D**",20,15,14,13,9,5,1,0,4,8,12,13,9,10,6,7,3,2,6,5,1
7,0,11,9,"B******A*D*C*** ","*A **B***C***D**",20,15,14,10,11,15,14,13,9,10,6,7,3,2,6,5,1,0,4,5,1
7,0,11,12,"B******A***CD** ","***A**B**C *D***",20,15,14,13,9,5,1,0,4,5,1,2,3,7,6,10,11,7,6,5,9
7,0,12,4,"B***D**A****C** ","***A**B* C**D***",20,15,14,13,12,8,4,5,1,0,4,5,1,2,3,7,6,5,9,13,12
7,0,12,9,"B******A*D**C** ","***A* B**C**D***",20,15,14,13,12,8,9,13,12,8,4,5,1,0,4,5,1,2,3,7,6
7,0,13,4,"B***D**A*****C* ","***A**B* C**D***",20,15,14,10,9,8,4,5,1,0,4,5,1,2,3,7,6,5,9,13,12
7,0,13,5,"B****D*A*****C* ","***A* B**C**D***",20,15,14,10,9,5,1,0,4,8,9,13,12,8,4,5,1,2,3,7,6
7,0,13,9,"B******A*D***C* ","**A** B***C***D*",20,15,14,13,9,10,14,13,9,5,6,7,3,2,1,0,4,5,1,2,6
7,0,14,6,"B*****DA******C ","**A** B***C***D*",20,15,14,10,6,7,11,15,14,10,11,7,3,2,1,0,4,5,1,2,6
7,0,14,8,"B******AD*****C ","***A* B**C**D***",20,15,11,10,14,13,12,8,9,10,6,5,1,0,4,5,1,2,3,7,6
7,0,14,10,"B******A**D***C ","****ABCD** *****",20,15,11,10,6,7,11,10,14,13,9,5,6,2,1,0,4,5,1,2,6
7,1,0,8,"CB*****AD****** ","***A* B**C**D***",20,15,14,13,12,8,9,5,1,2,3,7,6,5,4,0,1,5,4,8,9
7,1,0,9,"CB*****A*D***** ","*A **B***C***D**",20,15,14,13,9,10,6,7,3,2,1,0,4,5,1,2,6,10,9,5,1
7,1,2,5,"*BC**D*A******* ","***A* B**C**D***",20,15,14,13,9,5,1,2,3,7,6,5,1,0,4,8,9,13,12,8,9
7,1,3,5,"*B*C*D*A******* ","**A** B***C***D*",20,15,14,13,9,5,1,2,6,7,3,2,6,7,11,10,9,13,14,10,6
7,1,3,8,"*B*C***AD****** ","** A**B**C**D***",20,15,14,13,12,8,9,10,6,2,3,7,6,2,1,5,6,10,9,5,6
7,1,4,2,"*BD*C**A******* ","ABCD* **********",20,15,14,10,6,7,3,2,6,5,1,2,6,5,4,0,1,5,6,2,1
7,1,5,4,"*B**DC*A******* ","***A**B* C**D***",20,15,14,13,12,8,4,5,9,13,12,8,4,5,1,2,3,7,6,5,9
7,1,6,4,"*B**D*CA******* ","***A* B**C**D***",20,15,14,13,12,8,4,5,6,10,14,13,12,8,9,5,1,2,3,7,6
7,1,11,5,"*B***D*A***C*** ","*A **B***C***D**",20,15,14,13,9,5,6,10,11,15,14,13,9,10,6,7,3,2,6,5,1
7,1,12,6,"*B****DA****C** ","**A** B***C***D*",20,15,14,13,12,8,9,13,14,10,6,7,11,15,14,10,9,5,1,2,6
7,1,13,2,"*BD****A*****C* ","***A**B* C**D***",20,15,14,10,6,2,1,5,6,2,3,7,11,10,9,5,4,8,9,13,12
7,1,14,3,"*B*D***A******C ","****ABCD** *****",20,15,11,10,14,13,9,5,6,7,3,2,1,5,6,2,1,0,4,5,6
7,1,14,4,"*B**D**A******C ","***A**B**C *D***",20,15,11,10,14,13,12,8,4,5,1,2,3,7,6,5,9,13,12,8,9
7,2,0,5,"C*B**D*A******* ","***A**B *C**D***",20,15,14,13,9,5,4,0,1,5,4,8,9,13,12,8,9,5,6,2,3
7,2,0,10,"C*B****A**D**** ","** *ABCD********",20,15,11,10,6,7,11,10,9,5,1,0,4,5,6,2,1,0,4,5,6
7,2,0,11,"C*B****A***D*** ","** *ABCD********",20,15,14,10,6,7,11,10,9,5,1,0,4,5,6,2,1,0,4,5,6
7,2,3,1,"*DBC***A******* ","** *ABCD********",20,15,14,10,6,7,11,10,9,5,6,2,1,0,4,5,6,2,3,7,6
7,2,3,5,"**BC*D*A******* ","ABCD*** ********",20,15,14,10,6,7,3,2,6,5,1,2,3,7,6,5,4,0,1,2,3
7,2,3,8,"**BC***AD****** ","***A* B**C**D***",20,15,14,13,12,8,9,10,6,2,3,7,11,10,6,2,1,5,6,10,9
7,2,4,3,"**BDC**A******* ","ABCD* **********",20,15,14,10,6,7,11,10,9,5,6,2,1,5,4,0,1,5,6,2,1
7,2,4,6,"**B*C*DA******* ","***A**B *C**D***",20,15,14,13,9,5,6,10,9,5,4,8,9,13,12,8,9,5,6,2,3
7,2,4,11,"**B*C**A***D*** ","***A***B** C***D",20,15,14,13,9,5,4,8,9,5,6,2,3,7,6,10,9,13,14,15,11
7,2,5,1,"*DB**C*A******* ","** *ABCD********",20,15,14,10,6,7,3,2,1,5,6,2,3,7,6,2,1,0,4,5,6
7,2,5,3,"**BD*C*A******* ","** A***B***C***D",20,15,14,10,6,7,3,2,6,5,9,10,11,7,6,10,14,15,11,7,3
7,2,5,4,"**B*DC*A******* ","***A**B *C**D***",20,15,14,13,12,8,4,5,9,13,12,8,9,5,4,8,9,5,6,2,3
7,2,6,1,"*DB***CA******* ","****ABCD** *****",20,15,14,10,6,7,3,2,1,5,6,2,3,7,6,2,1,0,4,5,6
7,2,9,1,"*DB****A*C***** ","****ABCD** *****",20,15,14,10,6,7,11,10,9,5,6,2,1,0,4,5,6,2,3,7,6
7,2,11,4,"**B*D**A***C*** ","***A**B *C**D***",20,15,14,13,12,8,4,5,9,10,11,15,14,13,12,8,9,10,6,2,3
7,2,12,6,"**B***DA****C** ","***A**B* C**D***",20,15,14,13,12,8,9,5,6,2,3,7,11,10,9,5,4,8,9,13,12
7,2,13,3,"**BD***A*****C* ","***A***B** C***D",20,15,14,13,9,10,6,7,3,2,6,10,11,7,3,2,6,10,14,15,11
7,3,0,2,"C*DB***A******* ","** *ABCD********",20,15,14,10,6,7,3,2,1,0,4,5,6,7,3,2,1,0,4,5,6
7,3,0,6,"C**B**DA******* ","**A***B **C***D*",20,15,14,10,6,7,3,2,1,0,4,5,1,2,6,5,9,13,14,10,6
7,3,0,9,"C**B***A*D***** ","** A**B**C**D***",20,15,14,13,9,8,4,0,1,5,4,8,12,13,9,5,6,2,3,7,6
7,3,1,4,"*C*BD**A******* ","** A**B**C**D***",20,15,14,13,12,8,4,5,1,2,3,7,11,15,14,13,12,8,9,5,6
7,3,4,11,"***BC**A***D*** ","**A***B***C***D ",20,15,11,10,9,5,4,8,9,5,6,7,3,2,6,7,11,10,9,13,14
7,3,5,4,"***BDC*A******* ","** A**B**C**D***",20,15,14,13,12,8,4,0,1,2,3,7,11,15,14,13,12,8,9,5,6
7,3,6,4,"***BD*CA******* ","** A**B**C**D***",20,15,14,13,12,8,4,5,6,10,14,13,12,8,9,5,6,2,3,7,6
7,3,8,2,"**DB***AC****** ","***A**B**C**D **",20,15,14,10,6,2,3,7,11,10,6,2,1,5,9,10,14,13,9,8,12
7,3,12,11,"***B***A***DC** ","**A***B **C***D*",20,15,14,13,12,8,9,13,14,10,11,15,14,10,9,5,6,7,3,2,6
7,3,14,4,"***BD**A******C ","** A**B**C**D***",20,15,11,10,14,13,12,8,4,5,9,13,12,8,9,10,6,2,3,7,6
7,4,0,5,"C***BD*A******* ","***A* B**C**D***",20,15,14,13,9,5,4,0,1,2,3,7,6,5,4,8,9,13,12,8,9
7,4,1,6,"*C**B*DA******* ","ABCD* **********",20,15,14,13,9,5,1,2,6,7,3,2,6,5,1,2,6,5,4,0,1
7,4,2,1,"*DC*B**A******* ","ABCD* **********",20,15,14,10,6,2,1,5,6,7,3,2,6,5,1,2,6,5,4,0,1
7,4,2,8,"**C*B**AD****** ","***A* B**C**D***",20,15,14,13,12,8,9,10,6,2,3,7,11,10,6,5,4,8,9,10,6
7,4,3,5,"***CBD*A******* ","**A** B***C***D*",20,15,14,10,6,7,3,2,6,5,4,8,9,10,6,7,11,15,14,10,6
7,4,3,6,"***CB*DA******* ","**A** B***C***D*",20,15,14,13,9,5,4,8,9,10,6,7,3,2,6,7,11,15,14,10,6
7,4,3,9,"***CB**A*D***** ","**A** B***C***D*",20,15,14,10,9,5,4,8,12,13,14,10,6,7,3,2,6,7,11,10,6
7,4,6,1,"*D**B*CA******* ","ABCD* **********",20,15,14,13,9,5,6,7,3,2,1,5,6,7,3,2,1,5,4,0,1
7,4,8,5,"****BD*AC****** ","*A***B** C***D**",20,15,14,13,9,5,6,7,3,2,6,5,4,0,1,2,6,10,14,13,9
7,4,9,0,"D***B**A*C***** ","***A**B* C**D***",20,15,14,13,9,5,4,0,1,2,3,7,6,5,9,8,4,5,9,13,12
7,4,9,1,"*D**B**A*C***** ","*A***B***C **D**",20,15,14,10,6,7,3,2,6,5,1,2,6,10,9,5,4,8,12,13,9
7,4,9,2,"**D*B**A*C***** ","ABCD* **********",20,15,14,10,9,5,6,7,3,2,6,10,9,5,1,2,6,5,4,0,1
7,4,10,2,"**D*B**A**C**** ","ABCD* **********",20,15,14,13,9,5,6,7,3,2,6,10,9,5,1,2,6,5,4,0,1
7,4,11,3,"***DB**A***C*** ","******* ABCD****",20,15,14,10,6,7,3,2,1,5,6,10,9,5,4,8,9,5,6,10,11
7,4,11,8,"****B**AD**C*** ","***A**B**C *D***",20,15,14,13,12,8,9,5,4,0,1,2,3,7,6,10,11,7,6,5,9
7,4,12,1,"*D**B**A****C** ","*A***B** C***D**",20,15,14,10,6,7,3,2,6,5,1,2,6,10,9,5,4,8,12,13,9
7,4,12,6,"****B*DA****C** ","*A***B** C***D**",20,15,14,13,9,5,6,7,11,10,9,5,6,2,1,5,4,8,12,13,9
7,4,12,10,"****B**A**D*C** ","**A** B***C***D*",20,15,14,13,12,8,9,13,14,10,9,5,4,0,1,2,6,7,3,2,6
7,4,12,14,"****B**A****C*D ","*A **B***C***D**",20,15,11,10,9,13,12,8,9,13,14,10,6,7,3,2,6,5,4,0,1
7,4,13,0,"D***B**A*****C* ","***A**B* C**D***",20,15,14,10,9,5,4,0,1,2,3,7,6,5,9,8,4,5,9,13,12
7,4,14,3,"***DB**A******C ","***** **ABCD****",20,15,11,7,3,2,6,10,11,7,6,5,4,8,9,10,14,13,12,8,9
7,5,0,1,"CD***B*A******* ","ABCD* **********",20,15,14,10,6,7,3,2,1,0,4,5,6,7,3,2,1,5,4,0,1
7,5,0,4,"C***DB*A******* ","***A**B* C**D***",20,15,14,13,12,8,4,0,1,2,3,7,6,5,9,13,12,8,4,5,9
7,5,0,14,"C****B*A******D ","**A** B***C***D*",20,15,11,10,9,5,6,7,3,2,1,0,4,5,1,2,6,5,9,10,6
7,5,1,4,"*C**DB*A******* ","***A* B**C**D***",20,15,14,10,6,5,9,8,4,5,1,2,3,7,11,15,14,13,12,8,9
7,5,2,4,"**C*DB*A******* ","***A**B**C *D***",20,15,14,10,6,2,3,7,11,10,6,5,9,8,4,5,9,13,12,8,9
7,5,3,8,"***C*B*AD****** ","***A**B**C *D***",20,15,14,13,12,8,9,5,6,2,3,7,6,2,1,5,9,10,6,5,9
7,5,4,1,"*D**CB*A******* ","***A* B**C**D***",20,15,14,10,6,5,1,2,3,7,11,10,9,5,4,8,9,13,12,8,9
7,5,8,1,"*D***B*AC****** ","***A**B**C**D **",20,15,14,13,9,5,1,2,3,7,11,10,9,5,6,10,14,13,9,8,12
7,5,9,0,"D****B*A*C***** ","***A**B* C**D***",20,15,14,13,9,8,4,0,1,2,3,7,6,5,9,8,4,5,9,13,12
7,5,9,1,"*D***B*A*C***** ","***A**B* C**D***",20,15,14,13,9,10,6,5,1,2,3,7,11,10,9,5,4,8,9,13,12
7,5,12,0,"D****B*A****C** ","***A**B* C**D***",20,15,14,13,12,8,4,0,1,2,3,7,6,5,9,8,4,5,9,13,12
7,5,12,1,"*D***B*A****C** ","***A**B**C**D **",20,15,14,10,6,5,1,2,3,7,11,10,9,5,4,8,12,13,9,8,12
7,5,12,2,"**D**B*A****C** ","***A**B* C**D***",20,15,14,10,6,2,3,7,11,10,6,5,9,10,14,13,12,8,9,13,12
7,5,13,0,"D****B*A*****C* ","***A**B* C**D***",20,15,14,10,9,8,4,0,1,2,3,7,6,5,9,8,4,5,9,13,12
7,5,14,4,"****DB*A******C ","***A**B**C *D***",20,15,11,10,14,13,12,8,4,0,1,2,3,7,6,5,9,13,12,8,9
7,6,0,2,"C*D***BA******* ","ABCD* **********",20,15,14,13,9,5,6,7,3,2,1,0,4,5,6,2,1,5,4,0,1
7,6,0,4,"C***D*BA******* ","***A**B* C**D***",20,15,14,13,12,8,4,0,1,2,3,7,11,15,14,13,12,8,4,5,9
7,6,0,5,"C****DBA******* ","***A**B *C**D***",20,15,14,13,9,5,4,0,1,5,4,8,9,13,12,8,9,5,1,2,3
7,6,2,1,"*DC***BA******* ","** *ABCD********",20,15,14,10,6,7,3,2,1,5,6,10,9,8,4,5,6,2,3,7,6
7,6,2,3,"**CD**BA******* ","ABCD*** ********",20,15,14,13,9,5,6,7,3,2,6,5,1,2,6,5,4,0,1,2,3
7,6,2,4,"**C*D*BA******* ","***A**B**C *D***",20,15,14,13,12,8,4,5,6,2,3,7,11,10,6,5,9,13,12,8,9
7,6,4,1,"*D**C*BA******* ","***A* B**C**D***",20,15,14,13,9,5,1,2,3,7,11,10,9,5,4,8,9,13,12,8,9
7,6,4,3,"***DC*BA******* ","****ABCD** *****",20,15,14,10,6,7,3,2,1,5,4,8,9,5,6,10,9,8,4,5,6
7,6,5,1,"*D***CBA******* ","***A**B* C**D***",20,15,14,13,9,5,1,2,3,7,11,15,14,13,9,5,4,8,9,13,12
7,6,5,2,"**D**CBA******* ","** *ABCD********",20,15,14,10,6,7,3,2,1,5,6,10,11,7,3,2,1,0,4,5,6
7,6,5,3,"***D*CBA******* ","****ABCD** *****",20,15,14,13,9,5,6,7,3,2,1,5,6,10,9,8,4,5,1,2,6
7,6,8,1,"*D****BAC****** ","*A***B** C***D**",20,15,14,10,6,7,3,2,6,5,1,2,6,10,9,5,6,10,14,13,9
7,6,8,2,"**D***BAC****** ","***A**B**C**D **",20,15,14,13,9,5,6,2,3,7,11,10,6,5,9,10,14,13,9,8,12
7,6,8,3,"***D**BAC****** ","****ABCD** *****",20,15,14,10,6,7,3,2,1,5,9,8,4,5,6,10,9,8,4,5,6
7,6,9,0,"D*****BA*C***** ","***A**B* C**D***",20,15,14,13,9,8,4,0,1,2,3,7,11,10,9,8,4,5,9,13,12
7,6,10,1,"*D****BA**C**** ","*A***B***C **D**",20,15,14,10,6,7,3,2,6,5,1,2,6,10,9,5,6,10,14,13,9
7,6,12,0,"D*****BA****C** ","***A**B* C**D***",20,15,14,13,12,8,4,0,1,2,3,7,11,10,9,8,4,5,9,13,12
7,6,12,1,"*D****BA****C** ","***A**B* C**D***",20,15,14,13,12,8,9,5,1,2,3,7,11,10,9,5,4,8,9,13,12
7,6,13,0,"D*****BA*****C* ","***A**B* C**D***",20,15,14,10,9,8,4,0,1,2,3,7,11,10,9,8,4,5,9,13,12
7,6,14,1,"*D****BA******C ","*A***B***C **D**",20,15,11,10,6,7,3,2,6,5,1,2,6,10,9,5,6,10,14,13,9
7,8,0,2,"C*D****AB****** ","ABCD* **********",20,15,14,10,6,7,3,2,1,0,4,8,9,5,6,2,1,5,4,0,1
7,8,0,12,"C******AB***D** ","***A* B**C**D***",20,15,14,13,9,8,4,5,9,8,4,0,1,2,3,7,6,5,4,8,9
7,8,1,4,"*C**D**AB****** ","***A**B**C *D***",20,15,14,13,9,8,4,5,1,2,3,7,11,10,9,13,12,8,9,5,6
7,8,1,6,"*C****DAB****** ","**A** B***C***D*",20,15,14,10,6,7,11,15,14,10,9,8,4,5,1,2,6,5,9,10,6
7,8,2,9,"**C****ABD***** ","***A* B**C**D***",20,15,14,13,9,8,12,13,14,10,6,2,3,7,11,10,9,5,6,10,9
7,8,3,6,"***C**DAB****** ","**A** B***C***D*",20,15,14,13,9,8,4,5,9,10,6,7,3,2,6,7,11,15,14,10,6
7,8,3,9,"***C***ABD***** ","**A** B***C***D*",20,15,14,10,9,8,4,5,9,13,14,10,6,7,3,2,6,7,11,10,6
7,8,3,12,"***C***AB***D** ","***A**B**C *D***",20,15,14,13,9,8,4,5,6,2,3,7,6,2,1,5,9,10,6,5,9
7,8,4,3,"***DC**AB****** ","****ABCD *******",20,15,14,10,6,7,3,2,1,5,6,10,9,5,4,8,9,10,6,5,4
7,8,4,6,"****C*DAB****** ","***** **ABCD****",20,15,14,10,6,7,11,10,9,5,4,8,9,5,6,10,9,5,4,8,9
7,8,4,11,"****C**AB**D*** ","****ABCD *******",20,15,14,10,6,7,11,10,9,5,6,10,9,5,4,8,9,10,6,5,4
7,8,5,4,"****DC*AB****** ","***A**B* C**D***",20,15,14,13,9,8,4,5,9,13,12,8,4,0,1,2,3,7,6,5,9
7,8,6,4,"****D*CAB****** ","***A**B**C *D***",20,15,14,13,9,8,4,5,9,13,12,8,9,10,6,2,3,7,6,5,9
7,8,11,2,"**D****AB**C*** ","***D**C**B**A **",20,15,14,10,11,7,6,10,11,7,3,2,1,5,9,10,14,13,9,8,12
7,8,12,4,"****D**AB***C** ","***A**B *C**D***",20,15,14,13,9,8,4,5,9,13,12,8,9,13,14,10,6,5,1,2,3
7,8,12,11,"*******AB**DC** ","******** ***ABCD",20,15,11,10,6,7,11,10,6,5,9,10,14,13,12,8,9,10,14,13,12
7,8,12,14,"*******AB***C*D ","******** ***ABCD",20,15,14,10,6,7,11,10,6,5,9,10,14,13,12,8,9,10,14,13,12
7,8,13,3,"***D***AB****C* ","***D**C**B**A **",20,15,11,7,6,10,11,15,14,13,9,10,14,13,9,5,6,10,9,8,12
7,8,13,5,"*****D*AB****C* ","*A***B***C **D**",20,15,14,13,9,5,6,7,11,10,14,13,9,8,4,5,6,2,1,5,9
7,8,14,4,"****D**AB*****C ","***A**B *C**D***",20,15,11,10,14,13,9,8,4,5,9,13,12,8,9,10,6,5,1,2,3
7,8,14,5,"*****D*AB*****C ","*A***B***C **D**",20,15,11,10,9,5,6,7,11,10,14,13,9,8,4,5,6,2,1,5,9
7,9,0,2,"C*D****A*B***** ","ABCD* **********",20,15,14,10,6,7,3,2,1,0,4,5,6,2,1,5,9,8,4,0,1
7,9,0,4,"C***D**A*B***** ","***A**B* C**D***",20,15,14,10,9,8,4,0,1,2,3,7,6,10,14,13,12,8,4,5,9
7,9,0,6,"C*****DA*B***** ","**A** B***C***D*",20,15,14,10,6,7,3,2,1,0,4,5,1,2,6,5,9,13,14,10,6
7,9,0,8,"C******ADB***** ","***A* B**C**D***",20,15,14,13,12,8,4,5,9,8,4,0,1,2,3,7,6,5,4,8,9
7,9,0,13,"C******A*B***D* ","***A* B**C**D***",20,15,14,10,9,8,12,13,9,5,1,0,4,5,1,2,3,7,6,10,9
7,9,2,4,"**C*D**A*B***** ","***A* B**C**D***",20,15,14,10,6,2,3,7,11,10,9,8,4,5,6,10,14,13,12,8,9
7,9,3,8,"***C***ADB***** ","***A**B**C *D***",20,15,14,13,12,8,4,5,6,2,3,7,6,2,1,5,9,10,6,5,9
7,9,4,1,"*D**C**A*B***** ","***A* B**C**D***",20,15,14,10,9,5,1,2,3,7,6,10,9,5,4,8,9,13,12,8,9
7,9,5,1,"*D***C*A*B***** ","***A**B* C**D***",20,15,14,10,9,5,1,2,3,7,6,10,14,13,9,5,4,8,9,13,12
7,9,8,1,"*D*****ACB***** ","***A**B**C**D **",20,15,14,10,6,5,1,2,3,7,11,10,9,5,6,10,14,13,9,8,12
7,9,10,1,"*D*****A*BC**** ","****ABCD** *****",20,15,11,10,6,7,3,2,1,5,6,2,1,0,4,5,9,10,11,7,6
7,9,11,1,"*D*****A*B*C*** ","****ABCD** *****",20,15,14,10,6,7,3,2,1,5,6,2,1,0,4,5,9,10,11,7,6
7,9,12,1,"*D*****A*B**C** ","***A**B**C**D **",20,15,14,10,9,5,1,2,3,7,6,10,9,5,4,8,12,13,9,8,12
7,9,12,11,"*******A*B*DC** ","***A***B** C***D",20,15,14,10,9,13,12,8,9,13,14,15,11,10,9,5,6,2,3,7,11
7,9,13,0,"D******A*B***C* ","***A**B* C**D***",20,15,14,10,9,8,4,0,1,2,3,7,6,10,9,8,4,5,9,13,12
7,10,0,4,"C***D**A**B**** ","***A**B* C**D***",20,15,14,13,12,8,4,0,1,2,3,7,6,10,14,13,12,8,4,5,9
7,10,0,9,"C******A*DB**** ","***A* B**C**D***",20,15,14,13,9,8,12,13,9,5,1,0,4,5,1,2,3,7,6,10,9
7,10,0,11,"C******A**BD*** ","***A***B** C***D",20,15,11,10,9,5,1,0,4,5,1,2,6,5,9,10,6,2,3,7,11
7,10,0,14,"C******A**B***D ","**A***B **C***D*",20,15,11,10,6,7,11,10,9,5,1,0,4,5,1,2,6,5,9,10,6
7,10,2,5,"**C**D*A**B**** ","***A***B** C***D",20,15,14,10,6,5,9,10,6,2,3,7,11,10,14,15,11,10,6,7,11
7,10,4,1,"*D**C**A**B**** ","***A* B**C**D***",20,15,14,13,9,5,1,2,3,7,6,10,9,5,4,8,9,13,12,8,9
